image_id,x1,y1,x2,y2,label
image_1.png,125,292,320,364,Shankha_0036
image_1.png,334,94,500,212,cycle_0048
image_1.png,418,375,511,565,lock_0083
image_1.png,136,71,278,218,dhakiya_0092
image_1.png,9,348,97,544,Turtle_0047
image_1.png,531,96,643,232,Turtle_0055
image_1.png,366,226,452,350,Turtle_0038
image_1.png,248,387,363,560,wooden_wheel_0067
image_1.png,551,311,648,497,loud_speaker_0018
image_1.png,29,519,213,645,karuwa_0037
image_1.png,265,17,436,95,taraju_0052
image_1.png,165,361,257,507,cycle_0042
image_1.png,134,216,217,298,star_0030
image_1.png,454,6,593,80,torch_light_0072
image_1.png,253,589,430,688,rooster_0035
image_1.png,502,544,614,671,mother_0011
image_1.png,19,173,138,270,stamp_0058
image_1.png,605,483,695,655,star_0007
image_2.png,146,278,236,430,mother_0033
image_2.png,467,513,581,637,mother_0043
image_2.png,546,32,698,196,dhakiya_0060
image_2.png,292,554,469,642,karuwa_0046
image_2.png,231,315,431,469,farmer_0029
image_2.png,65,324,142,446,tiger_0014
image_2.png,429,348,505,473,star_0094
image_2.png,37,433,122,534,Turtle_0016
image_2.png,315,20,465,167,farmer_0083
image_2.png,104,103,206,222,dhaka_topi_0073
image_2.png,274,163,344,293,stamp_0005
image_2.png,28,78,101,247,cycle_0002
image_2.png,579,479,669,609,stamp_0029
image_2.png,168,487,306,633,star_0045
image_2.png,199,87,323,181,torch_light_0013
image_2.png,540,253,685,430,stamp_0006
image_2.png,340,164,442,311,sheep_0026
image_2.png,91,20,169,109,farmer_0030
image_2.png,452,70,542,224,mother_0075
image_3.png,440,544,614,679,stick_0034
image_3.png,132,167,293,331,mother_0051
image_3.png,172,439,286,617,Turtle_0071
image_3.png,21,492,158,635,sheep_0050
image_3.png,271,357,388,554,cycle_0038
image_3.png,437,306,627,384,sheep_0061
image_3.png,166,341,264,432,wooden_wheel_0010
image_3.png,419,431,567,523,star_0066
image_3.png,7,31,193,161,umbrella_0099
